id,Name,active,birthdate,email,mobile,photo,teams,tenure
1bnhi018,Courtney636 Austin840,FALSE,8/13/1949,caustin@payneltd.com,(948)611-6175x926,,"Alpha Team , Bravo Team",15
m0n9vkt8,Amber903 Moran164,FALSE,11/13/1995,amoran@leachplc.biz,115-668-0368x1291,,"Alpha Team , Bravo Team",5
fiukbux8,Julia244 Payne498,FALSE,10/23/1994,central_julia@guzmanross.com,(697)112-0156x778,,"Alpha Team , Bravo Team",15
vn287vey,William488 Sanchez827,FALSE,1/20/1948,wsanchez203@sanchezinc.biz,727.085.9126x319,,"Alpha Team , Bravo Team",17
7mt9bv8b,Kayla313 Ramirez796,FALSE,6/30/1975,appear_kayla@freemanwallace.info,001-028-406-9186x9141,,"Alpha Team , Bravo Team",4
rbp3f5ow,Jennifer505 Villanueva945,FALSE,5/30/1979,treat_jennifer@brownlewisandcline.biz,001-900-135-7614x304,,"Alpha Team , Bravo Team",5
cb4p19sx,Andrew726 Martin522,FALSE,6/18/1991,amartin@phamdawsonandhughes.info,(263)879-5296x021,,"Alpha Team , Bravo Team",24
hfjura0k,Jacob949 Payne125,FALSE,1/12/1941,jpayne286@coopermillsandwalker.net,611.584.9105x76087,,"Alpha Team , Bravo Team",2
quk1h2wb,Paula387 Sampson485,FALSE,9/1/1961,paulasampson@vaughnperezandharris.com,3353205791,,"Alpha Team , Bravo Team",23
79aowmii,Patricia560 Scott157,FALSE,3/7/1954,pscott493@smithrivera.com,208.494.2743x984,,"Alpha Team , Bravo Team",22
lbwku8hc,Kelly695 Davis438,FALSE,5/4/1991,quality_kelly@hollanddunlapandharding.com,262.140.5374x503,,"Alpha Team , Bravo Team",4
fwn3wuci,Timothy153 Valencia849,FALSE,2/29/1984,tvalencia221@bookeranderson.com,001-254-235-1763x05138,,"Alpha Team , Bravo Team",11
